height,weight,original,MLEValue,squareParzen(1 std),squareParzen(2 std),squareParzen(3 std),roundParzen(1 std),roundParzen(2 std),roundParzen(3 std),squareKNN(k=3),squareKNN(k=5),squareKNN(k=7),roundKNN(k=3),roundKNN(k=5),roundKNN(k=7),MLEvalueError,squareParzenError(1 std),squareParzenError(2 std),squareParzenError(3 std),roundParzenError(1 std),roundParzenError(2 std),roundParzenError(3 std),squareKNNError(k=3),squareKNNError(k=5),squareKNNError(k=7),roundKNNError(k=3),roundKNNError(k=5),roundKNNError(k=7)
186.736665218650188080573570914566516876220703125,77.033809511662425961731059942394495010375976562,0.000496908618762565172308209859863836754811928,0.000489257894034765376811701997894488158635795,0.000982946374365981090370780748344259336590767,0.000887723444349276650557067913638320533209480,0.000756322626942713157997821848965713797952048,0.000979840867035321194666863675593049265444279,0.000902339329529702402488133827773708617314696,0.000794390759432590668268070466240260429913178,0.009872665933308235469700875341914070304483175,0.005762792549083939862286651845124652027152479,0.005767298716681206263712233806018048198893666,0.001517890670389995290412432638049722299911082,0.001405674631035495327976980739492773864185438,0.001418773856460249635155768110905682988232002,-0.015396643243685606203263738223085965728387237,0.978123013470322599793860263162059709429740906,0.786492346540385023345720583165530115365982056,0.522055763142442508240037568612024188041687012,0.971873358677871168609385676973033696413040161,0.815905974375666254161387769272550940513610840,0.598665689097595543621821434498997405171394348,18.868172055243888962650089524686336517333984375,10.597288377558891525609396921936422586441040039,10.606356780535053374592280306387692689895629883,2.054667625145941922681913638371042907238006592,1.828839303564505636146009237563703209161758423,1.855200740919677571127976989373564720153808594
186.736665218650188080573570914566516876220703125,77.882337649086281317067914642393589019775390625,0.000394810594980376866006827052402172739675734,0.000386034340583771360799064664703905691567343,0.000911682762224447543718264252987637519254349,0.000815845490723764296334130641241699777310714,0.000717277812627619922904165239430085421190597,0.000874660208991981684076288949825084273470566,0.000832449550171957225290497728309446756611578,0.000749489075004732344109648067842499585822225,0.027789806790552134402316752925798937212675810,0.004119499083343718635885633005955241969786584,0.002249623604112141461719431845267536118626595,0.002582009080299694971788460051698166353162378,0.000926308650535888431637454587530555727425963,0.000805711882931247724663748055462519914726727,-0.022229024520078313753579379863367648795247078,1.309164885176803627686581421585287898778915405,1.066422484848244645050385770446155220270156860,0.816764346618586878356893521413439884781837463,1.215391937583272241596432650112546980381011963,1.108478244392940403884040279081091284751892090,0.898350967612669970563388233131263405084609985,69.387692589489304850758344400674104690551757812,9.434114828018911325102635601069778203964233398,4.697981849306636981111751083517447113990783691,5.539867757166009099023540329653769731521606445,1.346210213993696003242916958697605878114700317,1.040755474080663267599788923689629882574081421
186.736665218650188080573570914566516876220703125,78.730865786510136672404769342392683029174804688,0.000307478800535605008726475206870532019820530,0.000298357315424805920149597948665132207679562,0.000810930758851934486292067916224368673283607,0.000734138073354592105186633421709530011867173,0.000668676575228413180330966358866362497792579,0.000791622847378818769899233576126107436721213,0.000760483836773882663530310654920185697847046,0.000704279844793121454285533822314846474910155,0.000844015708145265017812997054846846367581747,0.001237606953116223568178710934262198861688375,0.000953614568281597758253598229316594370175153,0.000447091842611413090025074268396565457805991,0.000524650421014749199742632779219775329693221,0.000550906169016311133244945263953695757663809,-0.029665411387419703126422376726623042486608028,1.637355022327893872002846364921424537897109985,1.387605493698357950194122167886234819889068604,1.174707895515491706817101658089086413383483887,1.574560737195120907472301041707396507263183594,1.473288680225032898363224376225844025611877441,1.290498868755565631261106318561360239982604980,1.744955771503768460206629242748022079467773438,3.025015548910706009166915464447811245918273926,2.101399402561974216752105348859913647174835205,0.454057456425004390965227685228455811738967896,0.706297865416567027807559497887268662452697754,0.791688298694654402076764654339058324694633484
186.736665218650188080573570914566516876220703125,79.579393923933992027741624042391777038574218750,0.000234723011272172481234132845884232665412128,0.000225876002836928815734399145220834270730847,0.000692977193928016660037783047698667360236868,0.000655502363405313626630588341726024736999534,0.000624443988381944022590663845306835355586372,0.000725192958088288546977806525717369368067011,0.000694745925496795496516255763452818428049795,0.000658147977230253192724995781048846765770577,0.001413888880921481240940384971338517061667517,0.001156689204347710869108523112913644581567496,0.001325299557086982065248759177222837024601176,0.000412042285165546663065067045650380350707565,0.000599016410784278621227960659467726145521738,0.000670922455979755267413411345955864817369729,-0.037691270179663546868731316408229758962988853,1.952318948926897945739256101660430431365966797,1.792663402929964622245506689068861305713653564,1.660344143497168856171697370882611721754074097,2.089569080414501289766349145793356001377105713,1.959854348030686255199839251872617751359939575,1.803934619205695755184137851756531745195388794,5.023648355814632537885700003243982791900634766,3.927890103652746489615310565568506717681884766,4.646227653198579332638473715633153915405273438,0.755440520860411357517705255304463207721710205,1.552013999554950451909007824724540114402770996,1.858358251044201159274393830855842679738998413
186.736665218650188080573570914566516876220703125,80.427922061357861593933193944394588470458984375,0.000175634677807298792166432188643909739766968,0.000167504372766945553623399445264396945276530,0.000619256215850568099944017941282936590141617,0.000598368605395291027794490990032727495417930,0.000573931466365914491785382711697138802264817,0.000631083948260037388804100100259120154078119,0.000617244387991176921177960412734364581410773,0.000608633106046108009884454403959352930542082,0.001413888880921481240940384971338517061667517,0.000268743183148516316498255473987910590949468,0.000248940059709476903867381158974581012444105,0.000345020365402226624265691334869643469573930,0.000302164600622788811611768577947145786311012,0.000351599745169210698390871439045213264762424,-0.046291000967779098729248943300262908451259136,2.525819750300096089290491363499313592910766602,2.406893290468545387739141006022691726684570312,2.267757105436861486680300004081800580024719238,2.593162558435322839756054236204363405704498291,2.514365133908232685655548266367986798286437988,2.465335625313597400776188806048594415187835693,7.050169240910149959233876870712265372276306152,0.530125977988090912873531124205328524112701416,0.417374192940454635802893790241796523332595825,0.964420521673816755203745287872152402997016907,0.720415378074225953852760540030431002378463745,1.001881118004358972584100229141768068075180054
186.736665218650188080573570914566516876220703125,81.276450198781716949270048644393682479858398438,0.000128818719845197066781183892203443974722177,0.000121675981005365648683451407219280326899025,0.000530791042157629784463412914163882305729203,0.000535705774029459702925692887731656810501590,0.000524784147647615415582800224569837155286223,0.000536974938431786122210176426250427539343946,0.000555658344794747764347486729263891902519390,0.000562501238483239856744133611243796622147784,0.000399687940399502542390686166129398770863190,0.000254882469169058533189908821725566667737439,0.000254591486300303441060038922572061892424244,0.000249734815128033367515048013274281402118504,0.000282514355936080020347683783299430615443271,0.000264926708110549218554152783866584286442958,-0.055447988059615323230833183743015979416668415,3.120449596110623335931677502230741083621978760,3.158601907185721646698084441595710813999176025,3.073818993685502931612063548527657985687255859,3.168454236131791112995870207669213414192199707,3.313490659296170370851086772745475172996520996,3.366610995352259827484431298216804862022399902,2.102716289059634480196336880908347666263580322,0.978613585629120708020423080597538501024246216,0.976354730168479734153663684992352500557899475,0.938653135414965755778382572316331788897514343,1.193115692157015406138498292420990765094757080,1.056585474757975262605214084032922983169555664
186.736665218650188080573570914566516876220703125,82.124978336205572304606903344392776489257812500,0.000092610835007030542997095989843359120641253,0.000086577734254129605647419543057452528955764,0.000434953770656946645499496550968387964530848,0.000473657284147607131417206938195363363774959,0.000479732438822507920028748173990607028827071,0.000431794280388446557409493076207240846997593,0.000493380323584875660029858135402491825516336,0.000508988272110312729712422452621467527933419,0.000399687940399502542390686166129398770863190,0.000181851061643073882599305757246099801704986,0.000073851324723973413321521930274826672757627,0.000232114714248315501601838128920007875422016,0.000221239626925178329555285450247481549013173,0.000147694127911062491860863521431213030155050,-0.065144653457048895539571731205796822905540466,3.696575412843725594314037152798846364021301270,4.114491021613718046978647180367261171340942383,4.180089767963857561028362397337332367897033691,3.662459639367973807111411588266491889953613281,4.327457889213726538457649439806118607521057129,4.495990529311963967984411283396184444427490234,3.315779469747360153064619225915521383285522461,0.963604600144990386390020375984022393822669983,-0.202562802523408885813083202265261206775903702,1.506345118588926723646181926596909761428833008,1.388917310899776991206522325228434056043624878,0.594782380483345196608979676966555416584014893
186.736665218650188080573570914566516876220703125,82.973506473629427659943758044391870498657226562,0.000065261752408359328470402460631305530114332,0.000060343462742132841618043076481470166072540,0.000368604890387242908889042780629097251221538,0.000422666940977371849343796617048951702599879,0.000430585120104208898036274311138527082221117,0.000359828566990372158279631875643644889350981,0.000441481972576648906431834307184658428013790,0.000461933767196187096415460615617121220566332,0.000186460841563773285648256128332889147714013,0.000098087073082881825851486734535455980221741,0.000114314666274448038406005845324386882566614,0.000157701099413022681559187754274375947716180,0.000158910738022860037162511948061194289039122,0.000207169908601270930451065943600497121224180,-0.075362513029860148106031658699066611006855965,4.648099794819922969679737434489652514457702637,5.476487764726844176266240538097918033599853516,5.597817315874826782362561061745509505271911621,4.513620975710759708476871310267597436904907227,5.764788812506662196710749412886798381805419922,6.078169833775691976995858567534014582633972168,1.857122812103489506441178491513710469007492065,0.502979455242423489913505818549310788512229919,0.751633415528780046699353079020511358976364136,1.416439853258106396083348954562097787857055664,1.434975037576607936884443006420042365789413452,2.174445995641617113136589978239499032497406006
